"Time (s)"	"Magnetic Field x (µT)"	"Magnetic Field y (µT)"	"Magnetic Field z (µT)"	"Absolute field (µT)"
8.293098290E0	2.424139977E1	3.211040115E1	4.252919769E1	5.854447866E1
8.303087792E0	2.357040024E1	3.171999931E1	4.137019730E1	5.721202101E1
8.313098046E0	2.511979866E1	3.253739929E1	4.254140091E1	5.915621209E1
8.323098046E0	2.647399902E1	3.248859787E1	4.257799911E1	5.974334795E1
8.333098534E0	2.694979858E1	3.279359818E1	4.349300003E1	6.077296090E1
8.343097802E0	2.491239929E1	3.207379913E1	4.324900055E1	5.932817440E1
8.353097802E0	2.492459869E1	3.189079857E1	4.328559875E1	5.926130030E1
8.363097802E0	2.485140038E1	3.206159973E1	4.204119873E1	5.842089240E1
8.373085595E0	2.490019989E1	3.259840012E1	4.052840042E1	5.766478029E1
8.383098290E0	2.381439972E1	3.195179939E1	4.127259827E1	5.737133854E1
8.393086327E0	2.468059921E1	3.198839951E1	4.245599747E1	5.860803188E1
8.403086572E0	2.532719994E1	3.206159973E1	4.367599869E1	5.980807717E1
8.413097558E0	2.530279922E1	3.230559921E1	4.318799973E1	5.957421178E1
8.423097558E0	2.443659973E1	3.151259995E1	4.238280106E1	5.819358373E1
8.433097558E0	2.311899948E1	3.146379852E1	4.250479889E1	5.771582697E1
8.443086572E0	2.459519958E1	3.184199905E1	4.160199738E1	5.787540870E1
8.453098046E0	2.486359978E1	3.213479996E1	4.171179962E1	5.822987369E1
8.463097802E0	2.363139915E1	3.204940033E1	4.184600067E1	5.776413126E1
8.473098290E0	2.303359985E1	3.148819923E1	4.193140030E1	5.727386615E1
8.483098534E0	2.487579918E1	3.207379913E1	4.248040009E1	5.875473059E1
8.493089013E0	2.540040016E1	3.215919876E1	4.259019852E1	5.910430951E1
8.503098046E0	2.502219963E1	3.218359756E1	4.313919830E1	5.935389504E1
8.513085595E0	2.370459938E1	3.184199905E1	4.158979797E1	5.749375819E1
8.523097802E0	2.398519897E1	3.145159912E1	4.174839783E1	5.751018673E1
