"Time (s)"	"Magnetic Field x (µT)"	"Magnetic Field y (µT)"	"Magnetic Field z (µT)"	"Absolute field (µT)"
1.994455490E0	2.393639946E1	-6.347660065E1	-4.534740067E1	8.160034801E1
2.004455246E0	2.426580048E1	-6.353759766E1	-4.481060028E1	8.144842102E1
2.014455246E0	2.558339882E1	-6.330579758E1	-4.421279907E1	8.134436615E1
2.024455978E0	2.570539856E1	-6.264699936E1	-4.302939987E1	8.023056336E1
2.034455002E0	2.493680000E1	-6.307399750E1	-4.410300064E1	8.090270589E1
2.044455246E0	2.294820023E1	-6.419639587E1	-4.565240097E1	8.204839335E1
2.054442306E0	2.532719994E1	-6.278120041E1	-4.504240036E1	8.131275430E1
2.064455734E0	2.479039955E1	-6.319599915E1	-4.465200043E1	8.125330369E1
2.074455734E0	2.541259956E1	-6.306179810E1	-4.463980103E1	8.133450947E1
2.084442795E0	2.521739960E1	-6.313499832E1	-4.477399826E1	8.140427615E1
2.094455734E0	2.505879974E1	-6.253719711E1	-4.387120056E1	8.039606151E1
2.104455734E0	2.469279861E1	-6.379380035E1	-4.400539780E1	8.133792659E1
2.114455246E0	2.475379944E1	-6.369619751E1	-4.520100021E1	8.193342776E1
2.124442795E0	2.508320045E1	-6.300079727E1	-4.505459976E1	8.141366201E1
2.134455490E0	2.448539925E1	-6.281779861E1	-4.567679977E1	8.143697340E1
2.144455734E0	2.530279922E1	-6.317160034E1	-4.442020035E1	8.126522588E1
2.154455490E0	2.457079887E1	-6.341559982E1	-4.444459915E1	8.124398348E1
2.164455978E0	2.448539925E1	-6.369619751E1	-4.396879959E1	8.117878843E1
2.174455734E0	2.472939873E1	-6.340340042E1	-4.440800095E1	8.126256761E1
2.184455978E0	2.615679932E1	-6.306179810E1	-4.401760101E1	8.123126078E1
2.194455002E0	2.527840042E1	-6.348880005E1	-4.413959885E1	8.135188655E1
2.204455246E0	2.599819946E1	-6.268359756E1	-4.532299805E1	8.160461954E1
2.214455490E0	2.492459869E1	-6.333020020E1	-4.437139893E1	8.124512859E1
2.224455490E0	2.609580040E1	-6.320819855E1	-4.443239975E1	8.155063034E1
2.234445968E0	2.579080009E1	-6.314719772E1	-4.429819870E1	8.133304592E1
2.244455246E0	2.538819885E1	-6.326919937E1	-4.351739883E1	8.087840399E1
2.254455734E0	2.507099915E1	-6.350099945E1	-4.516439819E1	8.185813822E1
2.264455978E0	2.382659912E1	-6.358639908E1	-4.501799774E1	8.147120408E1
2.274455734E0	2.521739960E1	-6.289099884E1	-4.472520065E1	8.118829073E1
2.284455246E0	2.647399902E1	-6.286660004E1	-4.409079742E1	8.122241342E1
2.294455246E0	2.653499985E1	-6.284219742E1	-4.472520065E1	8.156955049E1
2.304455490E0	2.591279984E1	-6.272019958E1	-4.501799774E1	8.143658117E1
2.314455490E0	2.713279915E1	-6.259819794E1	-4.409079742E1	8.123251561E1
2.324455490E0	2.555900002E1	-6.336679840E1	-4.420059967E1	8.137755607E1
2.334455490E0	2.342399979E1	-6.406220245E1	-4.490819931E1	8.166636954E1
2.344456222E0	2.494899940E1	-6.312279892E1	-4.549379730E1	8.171062298E1
2.354455490E0	2.437559891E1	-6.342779922E1	-4.492039871E1	8.145610939E1
2.364455734E0	2.468059921E1	-6.315939713E1	-4.566460037E1	8.175265837E1
